x, y, length, r, ctrl
-0.840, -0.424, 0.000, 5000.000, 0.000
-0.163, 0.500, 1.145, 5000.000, 0.000
0.523, 1.419, 2.292, 5000.000, 0.000
1.218, 2.333, 3.440, 5000.000, 0.000
1.923, 3.242, 4.590, 5000.000, 0.000
2.637, 4.146, 5.742, 5000.000, 0.000
3.360, 5.045, 6.896, 5000.000, 0.000
4.092, 5.940, 8.052, 5000.000, 0.000
4.834, 6.829, 9.209, 5000.000, 0.000
5.585, 7.714, 10.369, 5000.000, 0.000
6.345, 8.594, 11.530, 5000.000, 0.000
7.115, 9.469, 12.694, 5000.000, 0.000
7.893, 10.339, 13.860, 5000.000, 0.000
8.681, 11.204, 15.029, 5000.000, 0.000
9.478, 12.065, 16.200, 5000.000, 0.000
10.745, 13.373, 18.016, 5000.000, 0.000
11.601, 14.196, 19.197, 5000.000, 0.000
12.425, 15.046, 20.379, 5000.000, 0.000
13.308, 15.846, 21.561, 5000.000, 0.000
14.209, 16.629, 22.743, 5000.000, 0.000
15.075, 17.442, 23.927, 5000.000, 0.000
15.943, 18.255, 25.111, 5000.000, 0.000
16.809, 19.068, 26.295, 5000.000, 0.000
17.673, 19.884, 27.483, 5000.000, 0.000
18.531, 20.704, 28.670, 5000.000, 0.000
19.383, 21.531, 29.857, 5000.000, 0.000
20.225, 22.365, 31.042, 5000.000, 0.000
21.057, 23.208, 32.227, 5000.000, 0.000
21.876, 24.063, 33.410, 5000.000, 0.000
22.642, 24.964, 34.588, 5000.000, 0.000
23.457, 25.821, 35.772, 5000.000, 0.000
24.283, 26.670, 36.956, 5000.000, 0.000
25.117, 27.512, 38.140, 5000.000, 0.000
25.956, 28.349, 39.326, 5000.000, 0.000
26.800, 29.182, 40.511, 5000.000, 0.000
27.645, 30.013, 41.697, 5000.000, 0.000
28.491, 30.845, 42.883, 5000.000, 0.000
29.334, 31.678, 44.069, 5000.000, 0.000
30.174, 32.515, 45.254, 5000.000, 0.000
31.008, 33.357, 46.439, 5000.000, 0.000
31.833, 34.206, 47.623, 5000.000, 0.000
32.649, 35.063, 48.806, 5000.000, 0.000
33.453, 35.931, 49.988, 5000.000, 0.000
34.295, 36.765, 51.174, 5000.000, 0.000
35.137, 37.599, 52.359, 5000.000, 0.000
35.979, 38.435, 53.545, 5000.000, 0.000
36.818, 39.271, 54.730, 5000.000, 0.000
37.655, 40.111, 55.915, 5000.000, 0.000
38.487, 40.954, 57.100, 5000.000, 0.000
39.314, 41.801, 58.284, 5000.000, 0.000
40.098, 42.686, 59.464, 5000.000, 0.000
