x, y, length, r, ctrl
0.249, -0.276, 0.000, 5000.000, 0.000
1.052, 0.599, 1.187, 5000.000, 0.000
1.858, 1.471, 2.374, 5000.000, 0.000
2.666, 2.340, 3.561, 5000.000, 0.000
3.476, 3.207, 4.747, 5000.000, 0.000
4.289, 4.070, 5.933, 5000.000, 0.000
5.105, 4.931, 7.119, 5000.000, 0.000
5.923, 5.789, 8.305, 5000.000, 0.000
6.744, 6.644, 9.490, 5000.000, 0.000
7.567, 7.496, 10.675, 5000.000, 0.000
8.393, 8.346, 11.859, 5000.000, 0.000
9.221, 9.192, 13.043, 5000.000, 0.000
10.052, 10.036, 14.227, 5000.000, 0.000
10.885, 10.877, 15.411, 5000.000, 0.000
11.722, 11.715, 16.595, 5000.000, 0.000
12.963, 12.986, 18.371, 5000.000, 0.000
13.789, 13.835, 19.556, 5000.000, 0.000
14.653, 14.643, 20.737, 5000.000, 0.000
15.510, 15.458, 21.918, 5000.000, 0.000
16.361, 16.279, 23.101, 5000.000, 0.000
17.209, 17.104, 24.283, 5000.000, 0.000
18.056, 17.930, 25.466, 5000.000, 0.000
18.902, 18.757, 26.649, 5000.000, 0.000
19.750, 19.582, 27.832, 5000.000, 0.000
20.601, 20.403, 29.015, 5000.000, 0.000
21.458, 21.218, 30.197, 5000.000, 0.000
22.322, 22.026, 31.380, 5000.000, 0.000
23.148, 22.875, 32.564, 5000.000, 0.000
23.971, 23.728, 33.748, 5000.000, 0.000
24.791, 24.584, 34.933, 5000.000, 0.000
25.609, 25.442, 36.118, 5000.000, 0.000
26.426, 26.301, 37.303, 5000.000, 0.000
27.243, 27.160, 38.489, 5000.000, 0.000
28.061, 28.018, 39.674, 5000.000, 0.000
28.915, 28.837, 40.856, 5000.000, 0.000
29.758, 29.666, 42.039, 5000.000, 0.000
30.594, 30.505, 43.223, 5000.000, 0.000
31.423, 31.350, 44.408, 5000.000, 0.000
32.248, 32.201, 45.592, 5000.000, 0.000
33.070, 33.054, 46.777, 5000.000, 0.000
33.892, 33.908, 47.962, 5000.000, 0.000
34.714, 34.762, 49.147, 5000.000, 0.000
35.539, 35.612, 50.332, 5000.000, 0.000
36.369, 36.457, 51.516, 5000.000, 0.000
37.204, 37.296, 52.700, 5000.000, 0.000
38.048, 38.126, 53.883, 5000.000, 0.000
38.901, 38.945, 55.066, 5000.000, 0.000
39.719, 39.803, 56.251, 5000.000, 0.000
40.536, 40.662, 57.436, 5000.000, 0.000
41.354, 41.521, 58.622, 5000.000, 0.000
42.172, 42.379, 59.807, 5000.000, 0.000
42.992, 43.235, 60.992, 5000.000, 0.000
43.814, 44.088, 62.177, 5000.000, 0.000
44.640, 44.937, 63.362, 5000.000, 0.000
45.471, 45.781, 64.546, 5000.000, 0.000
