x, y, length, r, ctrl
-1.451, 1.399, 0.000, 5000.000, 0.000
-0.762, 2.377, 1.196, 5000.000, 0.000
-0.063, 3.346, 2.391, 5000.000, 0.000
0.647, 4.304, 3.583, 5000.000, 0.000
1.366, 5.253, 4.773, 5000.000, 0.000
2.096, 6.192, 5.962, 5000.000, 0.000
2.836, 7.121, 7.149, 5000.000, 0.000
3.586, 8.040, 8.334, 5000.000, 0.000
4.346, 8.949, 9.518, 5000.000, 0.000
5.116, 9.849, 10.701, 5000.000, 0.000
5.897, 10.738, 11.883, 5000.000, 0.000
6.688, 11.618, 13.064, 5000.000, 0.000
7.488, 12.489, 14.243, 5000.000, 0.000
8.299, 13.349, 15.423, 5000.000, 0.000
9.121, 14.199, 16.601, 5000.000, 0.000
10.488, 15.345, 18.357, 5000.000, 0.000
11.480, 16.030, 19.526, 5000.000, 0.000
12.364, 16.820, 20.704, 5000.000, 0.000
13.245, 17.613, 21.882, 5000.000, 0.000
14.124, 18.407, 23.062, 5000.000, 0.000
14.999, 19.206, 24.242, 5000.000, 0.000
15.870, 20.009, 25.423, 5000.000, 0.000
16.734, 20.818, 26.604, 5000.000, 0.000
17.592, 21.633, 27.787, 5000.000, 0.000
18.443, 22.455, 28.970, 5000.000, 0.000
19.285, 23.285, 30.153, 5000.000, 0.000
20.117, 24.125, 31.335, 5000.000, 0.000
20.939, 24.975, 32.517, 5000.000, 0.000
21.750, 25.836, 33.699, 5000.000, 0.000
22.548, 26.708, 34.880, 5000.000, 0.000
23.333, 27.594, 36.062, 5000.000, 0.000
24.154, 28.445, 37.244, 5000.000, 0.000
24.974, 29.296, 38.427, 5000.000, 0.000
25.795, 30.147, 39.609, 5000.000, 0.000
26.616, 30.998, 40.791, 5000.000, 0.000
27.437, 31.848, 41.973, 5000.000, 0.000
28.258, 32.699, 43.156, 5000.000, 0.000
29.078, 33.550, 44.338, 5000.000, 0.000
29.899, 34.401, 45.520, 5000.000, 0.000
30.720, 35.252, 46.702, 5000.000, 0.000
31.541, 36.103, 47.885, 5000.000, 0.000
32.362, 36.954, 49.067, 5000.000, 0.000
33.182, 37.805, 50.249, 5000.000, 0.000
34.003, 38.656, 51.431, 5000.000, 0.000
34.824, 39.506, 52.614, 5000.000, 0.000
35.645, 40.357, 53.796, 5000.000, 0.000
36.466, 41.208, 54.978, 5000.000, 0.000
37.286, 42.059, 56.160, 5000.000, 0.000
38.107, 42.910, 57.343, 5000.000, 0.000
38.928, 43.761, 58.525, 5000.000, 0.000
39.749, 44.612, 59.707, 5000.000, 0.000
40.570, 45.463, 60.889, 5000.000, 0.000
41.390, 46.314, 62.072, 5000.000, 0.000
42.211, 47.165, 63.254, 5000.000, 0.000
43.032, 48.015, 64.436, 5000.000, 0.000
43.853, 48.866, 65.619, 5000.000, 0.000
44.638, 49.752, 66.801, 5000.000, 0.000
45.436, 50.625, 67.983, 5000.000, 0.000
46.247, 51.485, 69.166, 5000.000, 0.000
47.069, 52.335, 70.348, 5000.000, 0.000
47.901, 53.175, 71.530, 5000.000, 0.000
48.743, 54.005, 72.712, 5000.000, 0.000
49.593, 54.828, 73.894, 5000.000, 0.000
50.451, 55.643, 75.077, 5000.000, 0.000
51.316, 56.451, 76.259, 5000.000, 0.000
52.186, 57.254, 77.442, 5000.000, 0.000
53.061, 58.053, 78.625, 5000.000, 0.000
53.940, 58.848, 79.810, 5000.000, 0.000
54.822, 59.640, 80.995, 5000.000, 0.000
55.706, 60.430, 82.180, 5000.000, 0.000
56.590, 61.219, 83.366, 5000.000, 0.000
57.475, 62.009, 84.552, 5000.000, 0.000
58.359, 62.799, 85.737, 5000.000, 0.000
59.241, 63.591, 86.922, 5000.000, 0.000
60.119, 64.386, 88.107, 5000.000, 0.000
60.995, 65.184, 89.292, 5000.000, 0.000
61.865, 65.987, 90.476, 5000.000, 0.000
