x, y, length, r, ctrl
-2.660, 2.007, 0.000, 5000.000, 0.000
-1.949, 2.951, 1.182, 5000.000, 0.000
-1.230, 3.890, 2.365, 5000.000, 0.000
-0.503, 4.822, 3.547, 5000.000, 0.000
0.233, 5.748, 4.729, 5000.000, 0.000
0.976, 6.668, 5.912, 5000.000, 0.000
1.728, 7.582, 7.095, 5000.000, 0.000
2.488, 8.490, 8.278, 5000.000, 0.000
3.256, 9.392, 9.462, 5000.000, 0.000
4.032, 10.287, 10.646, 5000.000, 0.000
4.816, 11.176, 11.831, 5000.000, 0.000
5.608, 12.059, 13.016, 5000.000, 0.000
6.409, 12.937, 14.202, 5000.000, 0.000
7.218, 13.807, 15.389, 5000.000, 0.000
8.034, 14.672, 16.577, 5000.000, 0.000
9.428, 15.842, 18.372, 5000.000, 0.000
10.310, 16.658, 19.567, 5000.000, 0.000
11.153, 17.503, 20.759, 5000.000, 0.000
11.990, 18.352, 21.950, 5000.000, 0.000
12.873, 19.168, 23.146, 5000.000, 0.000
13.756, 19.982, 24.343, 5000.000, 0.000
14.636, 20.799, 25.540, 5000.000, 0.000
15.470, 21.651, 26.732, 5000.000, 0.000
16.306, 22.501, 27.924, 5000.000, 0.000
17.140, 23.353, 29.116, 5000.000, 0.000
18.023, 24.168, 30.317, 5000.000, 0.000
18.909, 24.980, 31.519, 5000.000, 0.000
19.796, 25.792, 32.721, 5000.000, 0.000
20.638, 26.638, 33.914, 5000.000, 0.000
21.487, 27.478, 35.108, 5000.000, 0.000
22.337, 28.318, 36.303, 5000.000, 0.000
23.183, 29.161, 37.497, 5000.000, 0.000
24.019, 30.011, 38.689, 5000.000, 0.000
24.897, 30.830, 39.889, 5000.000, 0.000
25.731, 31.682, 41.081, 5000.000, 0.000
26.572, 32.528, 42.274, 5000.000, 0.000
27.416, 33.372, 43.468, 5000.000, 0.000
28.257, 34.219, 44.661, 5000.000, 0.000
29.144, 35.030, 45.863, 5000.000, 0.000
30.035, 35.839, 47.065, 5000.000, 0.000
30.925, 36.649, 48.268, 5000.000, 0.000
31.770, 37.493, 49.462, 5000.000, 0.000
32.620, 38.332, 50.656, 5000.000, 0.000
33.470, 39.172, 51.851, 5000.000, 0.000
34.314, 40.016, 53.045, 5000.000, 0.000
35.204, 40.825, 54.248, 5000.000, 0.000
36.095, 41.634, 55.451, 5000.000, 0.000
36.983, 42.446, 56.654, 5000.000, 0.000
37.863, 43.262, 57.855, 5000.000, 0.000
38.692, 44.118, 59.044, 5000.000, 0.000
39.520, 44.974, 60.234, 5000.000, 0.000
40.342, 45.836, 61.423, 5000.000, 0.000
41.207, 46.664, 62.621, 5000.000, 0.000
42.073, 47.492, 63.819, 5000.000, 0.000
42.934, 48.323, 65.016, 5000.000, 0.000
43.747, 49.190, 66.204, 5000.000, 0.000
44.562, 50.056, 67.392, 5000.000, 0.000
45.375, 50.924, 68.580, 5000.000, 0.000
46.234, 51.757, 69.776, 5000.000, 0.000
47.096, 52.588, 70.973, 5000.000, 0.000
47.958, 53.419, 72.170, 5000.000, 0.000
48.774, 54.284, 73.359, 5000.000, 0.000
49.595, 55.145, 74.549, 5000.000, 0.000
50.417, 56.006, 75.738, 5000.000, 0.000
51.289, 56.829, 76.937, 5000.000, 0.000
52.167, 57.648, 78.137, 5000.000, 0.000
53.047, 58.465, 79.337, 5000.000, 0.000
53.886, 59.313, 80.530, 5000.000, 0.000
54.733, 60.155, 81.724, 5000.000, 0.000
55.622, 60.965, 82.927, 5000.000, 0.000
56.456, 61.817, 84.118, 5000.000, 0.000
57.338, 62.633, 85.319, 5000.000, 0.000
58.226, 63.444, 86.521, 5000.000, 0.000
59.115, 64.254, 87.724, 5000.000, 0.000
60.000, 65.067, 88.926, 5000.000, 0.000
60.878, 65.886, 90.126, 5000.000, 0.000
61.705, 66.743, 91.316, 5000.000, 0.000
62.531, 67.601, 92.506, 5000.000, 0.000
63.350, 68.464, 93.695, 5000.000, 0.000
64.214, 69.293, 94.892, 5000.000, 0.000
65.077, 70.123, 96.089, 5000.000, 0.000
65.937, 70.955, 97.286, 5000.000, 0.000
66.748, 71.825, 98.473, 5000.000, 0.000
67.561, 72.692, 99.661, 5000.000, 0.000
68.371, 73.562, 100.849, 5000.000, 0.000
69.228, 74.396, 102.045, 5000.000, 0.000
70.088, 75.228, 103.241, 5000.000, 0.000
70.947, 76.061, 104.438, 5000.000, 0.000
71.801, 76.898, 105.634, 5000.000, 0.000
72.646, 77.742, 106.827, 5000.000, 0.000
73.437, 78.626, 108.013, 5000.000, 0.000
74.280, 79.470, 109.206, 5000.000, 0.000
75.132, 80.309, 110.401, 5000.000, 0.000
75.988, 81.144, 111.597, 5000.000, 0.000
76.845, 81.979, 112.793, 5000.000, 0.000
77.657, 82.847, 113.981, 5000.000, 0.000
78.475, 83.711, 115.171, 5000.000, 0.000
79.350, 84.532, 116.369, 5000.000, 0.000
80.238, 85.343, 117.571, 5000.000, 0.000
81.078, 86.190, 118.764, 5000.000, 0.000
81.962, 87.004, 119.964, 5000.000, 0.000
82.844, 87.819, 121.165, 5000.000, 0.000
83.682, 88.669, 122.358, 5000.000, 0.000
84.524, 89.514, 123.551, 5000.000, 0.000
85.367, 90.359, 124.745, 5000.000, 0.000
86.204, 91.209, 125.937, 5000.000, 0.000
87.087, 92.024, 127.138, 5000.000, 0.000
87.970, 92.838, 128.339, 5000.000, 0.000
88.850, 93.655, 129.539, 5000.000, 0.000
89.723, 94.477, 130.738, 5000.000, 0.000
90.545, 95.339, 131.928, 5000.000, 0.000
91.365, 96.201, 133.118, 5000.000, 0.000
92.235, 97.025, 134.316, 5000.000, 0.000
93.110, 97.846, 135.515, 5000.000, 0.000
93.986, 98.666, 136.715, 5000.000, 0.000
94.859, 99.489, 137.914, 5000.000, 0.000
95.725, 100.317, 139.112, 5000.000, 0.000
96.539, 101.183, 140.300, 5000.000, 0.000
97.352, 102.051, 141.488, 5000.000, 0.000
98.159, 102.923, 142.675, 5000.000, 0.000
99.010, 103.762, 143.870, 5000.000, 0.000
99.821, 104.631, 145.058, 5000.000, 0.000
100.682, 105.462, 146.255, 5000.000, 0.000
101.494, 106.331, 147.443, 5000.000, 0.000
102.308, 107.198, 148.631, 5000.000, 0.000
103.172, 108.027, 149.829, 5000.000, 0.000
104.044, 108.850, 151.027, 5000.000, 0.000
104.919, 109.671, 152.226, 5000.000, 0.000
105.793, 110.493, 153.425, 5000.000, 0.000
106.662, 111.318, 154.624, 5000.000, 0.000
107.481, 112.181, 155.813, 5000.000, 0.000
108.302, 113.043, 157.003, 5000.000, 0.000
109.174, 113.866, 158.201, 5000.000, 0.000
110.053, 114.684, 159.402, 5000.000, 0.000
110.935, 115.499, 160.603, 5000.000, 0.000
111.817, 116.315, 161.805, 5000.000, 0.000
112.693, 117.135, 163.005, 5000.000, 0.000
113.560, 117.962, 164.202, 5000.000, 0.000
114.413, 118.800, 165.398, 5000.000, 0.000
115.208, 119.681, 166.581, 5000.000, 0.000
116.051, 120.525, 167.775, 5000.000, 0.000
116.859, 121.397, 168.961, 5000.000, 0.000
117.682, 122.257, 170.151, 5000.000, 0.000
118.474, 123.141, 171.336, 5000.000, 0.000
119.245, 124.040, 172.517, 5000.000, 0.000
120.044, 124.918, 173.703, 5000.000, 0.000
120.943, 125.721, 174.906, 5000.000, 0.000
121.880, 126.495, 176.116, 5000.000, 0.000
122.812, 127.273, 177.326, 5000.000, 0.000
123.694, 128.088, 178.527, 5000.000, 0.000
124.578, 128.902, 179.728, 5000.000, 0.000
125.513, 129.678, 180.939, 5000.000, 0.000
